latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
50.08787,-123.04196,679.0,0,GMT,GMT

time,snowfall_sum (cm),precipitation_sum (mm),temperature_2m_mean (°F)
2017-06-29,0.00,0.00,62.7
2017-06-30,0.00,0.00,66.9
2017-07-01,0.00,0.20,67.0
2017-07-02,0.00,0.00,63.9
2017-07-03,0.00,0.40,61.0
2017-07-04,0.00,0.00,60.0
2017-07-05,0.00,0.00,64.5
2017-07-06,0.00,0.00,68.9
2017-07-07,0.00,0.20,69.1
2017-07-08,0.00,0.00,65.3
2017-07-09,0.00,0.40,64.3
2017-07-10,0.00,0.00,62.4
2017-07-11,0.00,0.00,59.2
2017-07-12,0.00,0.00,60.3
2017-07-13,0.00,0.30,60.1
2017-07-14,0.00,0.00,59.5
2017-07-15,0.00,0.00,63.0
2017-07-16,0.00,2.20,55.7
2017-07-17,0.00,0.00,57.6
2017-07-18,0.00,0.00,62.3
2017-07-19,0.00,0.00,64.0
2017-07-20,0.00,6.60,58.9
2017-07-21,0.00,0.10,56.0
2017-07-22,0.00,6.50,55.5
2017-07-23,0.00,6.30,60.8
2017-07-24,0.00,0.00,61.7
2017-07-25,0.00,0.00,66.3
2017-07-26,0.00,0.00,67.8
2017-07-27,0.00,0.00,65.1
2017-07-28,0.00,0.00,62.3
2017-07-29,0.00,0.00,64.7
2017-07-30,0.00,0.00,64.0
2017-07-31,0.00,0.00,65.5
2017-08-01,0.00,0.00,71.6
2017-08-02,0.00,0.00,74.8
2017-08-03,0.00,0.00,76.7
2017-08-04,0.00,0.00,75.7
2017-08-05,0.00,0.00,74.6
2017-08-06,0.00,0.00,73.3
2017-08-07,0.00,0.50,74.4
2017-08-08,0.00,0.00,76.2
2017-08-09,0.00,0.00,77.3
2017-08-10,0.00,0.00,76.7
2017-08-11,0.00,0.00,75.1
2017-08-12,0.00,0.00,73.1
2017-08-13,0.00,5.30,61.1
2017-08-14,0.00,1.10,55.6
2017-08-15,0.00,0.00,58.5
2017-08-16,0.00,0.00,61.5
2017-08-17,0.00,0.00,61.3
2017-08-18,0.00,0.40,61.0
2017-08-19,0.00,0.30,57.8
2017-08-20,0.00,0.00,60.2
2017-08-21,0.00,0.00,63.0
2017-08-22,0.00,0.00,68.2
2017-08-23,0.00,0.00,67.1
2017-08-24,0.00,1.70,59.7
2017-08-25,0.00,0.00,55.9
2017-08-26,0.00,0.00,60.1
2017-08-27,0.00,0.00,67.2
2017-08-28,0.00,0.00,72.5
2017-08-29,0.00,0.00,72.4
2017-08-30,0.00,0.00,69.3
2017-08-31,0.00,0.00,63.1
2017-09-01,0.00,0.00,63.1
2017-09-02,0.00,0.00,68.9
2017-09-03,0.00,0.00,72.8
2017-09-04,0.00,0.00,73.2
2017-09-05,0.00,0.00,76.0
2017-09-06,0.00,0.00,75.6
2017-09-07,0.00,0.00,74.0
2017-09-08,0.00,1.80,65.6
2017-09-09,0.00,7.60,56.3
2017-09-10,0.00,1.30,53.3
2017-09-11,0.00,0.00,58.1
2017-09-12,0.00,0.00,63.3
2017-09-13,0.00,0.00,55.3
2017-09-14,0.00,0.00,53.0
2017-09-15,0.00,0.00,55.1
2017-09-16,0.00,0.00,56.4
2017-09-17,0.00,7.30,53.1
2017-09-18,1.33,10.20,44.5
2017-09-19,0.77,2.30,45.8
2017-09-20,0.00,0.10,46.1
2017-09-21,0.00,0.00,48.8
2017-09-22,0.00,0.00,48.6
2017-09-23,0.00,0.00,53.0
2017-09-24,0.00,0.10,54.2
2017-09-25,0.00,3.30,54.8
2017-09-26,0.00,0.00,55.6
2017-09-27,0.00,0.00,59.7
2017-09-28,0.00,0.00,61.1
2017-09-29,0.00,11.30,57.3
2017-09-30,0.35,9.70,47.3
2017-10-01,0.00,0.00,45.5
2017-10-02,0.00,0.00,45.1
2017-10-03,0.00,0.00,46.1
2017-10-04,0.00,0.00,49.2
2017-10-05,0.00,0.00,51.5
2017-10-06,0.00,10.00,48.6
2017-10-07,0.70,7.80,42.6
2017-10-08,0.00,0.00,42.6
2017-10-09,0.00,0.00,44.1
2017-10-10,1.54,3.30,41.0
2017-10-11,0.70,1.20,38.3
2017-10-12,1.89,2.80,38.1
2017-10-13,1.12,1.60,38.4
2017-10-14,1.12,1.60,37.5
2017-10-15,0.28,0.70,42.1
2017-10-16,0.00,19.00,45.7
2017-10-17,0.63,62.00,46.6
2017-10-18,25.41,36.70,38.4
2017-10-19,15.61,38.00,40.4
2017-10-20,4.90,7.90,38.6
2017-10-21,6.30,9.30,36.8
2017-10-22,18.06,29.10,40.3
2017-10-23,0.98,5.10,40.2
2017-10-24,0.00,0.20,45.9
2017-10-25,0.00,5.20,47.6
2017-10-26,0.00,0.00,43.7
2017-10-27,0.00,0.00,50.9
2017-10-28,0.00,0.00,53.2
2017-10-29,0.00,0.00,49.2
2017-10-30,0.00,0.00,42.6
2017-10-31,0.00,0.00,43.7
2017-11-01,1.68,5.40,41.8
2017-11-02,10.78,15.90,33.9
2017-11-03,1.89,2.70,18.9
2017-11-04,0.00,0.00,17.7
2017-11-05,0.00,0.00,15.9
2017-11-06,0.00,0.00,22.4
2017-11-07,0.21,0.30,28.0
2017-11-08,1.05,1.50,33.9
2017-11-09,1.89,2.70,37.2
2017-11-10,0.91,1.30,38.6
2017-11-11,0.98,1.40,36.8
2017-11-12,24.85,35.50,38.0
2017-11-13,26.25,37.70,38.4
2017-11-14,21.35,30.50,36.7
2017-11-15,40.11,57.40,36.5
2017-11-16,5.81,8.20,34.4
2017-11-17,2.31,3.30,32.0
2017-11-18,6.86,9.80,34.3
2017-11-19,41.02,58.60,36.5
2017-11-20,17.29,24.60,36.3
2017-11-21,8.96,19.40,35.4
2017-11-22,0.84,38.10,43.4
2017-11-23,0.21,31.10,43.3
2017-11-24,8.61,12.40,37.4
2017-11-25,17.01,24.30,38.4
2017-11-26,16.03,41.50,39.8
2017-11-27,2.52,3.60,33.8
2017-11-28,18.62,26.60,34.8
2017-11-29,3.99,5.70,34.7
2017-11-30,13.51,19.30,36.3
2017-12-01,11.41,16.30,35.3
2017-12-02,4.83,6.90,33.5
2017-12-03,1.40,2.00,29.3
2017-12-04,0.00,0.00,24.7
2017-12-05,0.00,0.00,23.7
2017-12-06,0.00,0.00,29.7
2017-12-07,0.00,0.00,32.7
2017-12-08,0.00,0.00,32.2
2017-12-09,0.00,0.00,32.5
2017-12-10,0.00,0.00,34.8
2017-12-11,0.00,0.00,37.5
2017-12-12,0.00,0.00,37.8
2017-12-13,0.21,0.30,33.3
2017-12-14,0.00,0.00,35.7
2017-12-15,1.68,2.40,35.6
2017-12-16,5.04,7.20,31.6
2017-12-17,9.24,13.20,33.6
2017-12-18,9.38,13.40,37.1
2017-12-19,17.57,25.10,30.2
2017-12-20,2.38,3.40,23.2
2017-12-21,0.00,0.00,23.5
2017-12-22,1.54,2.20,20.4
2017-12-23,0.00,0.00,13.1
2017-12-24,0.07,0.10,16.1
2017-12-25,1.40,1.90,19.4
2017-12-26,0.00,0.00,15.7
2017-12-27,1.33,1.90,19.2
2017-12-28,18.76,26.80,26.6
2017-12-29,4.27,6.10,26.8
2017-12-30,10.64,15.20,24.9
2017-12-31,0.00,0.00,17.8
2018-01-01,0.00,0.00,21.5
2018-01-02,0.00,0.00,26.5
2018-01-03,0.00,0.10,30.6
2018-01-04,0.00,0.00,31.8
2018-01-05,2.31,12.30,37.3
2018-01-06,2.59,10.30,39.2
2018-01-07,7.14,10.20,35.2
2018-01-08,11.20,16.00,36.1
2018-01-09,10.50,15.00,36.6
2018-01-10,2.17,3.10,32.8
2018-01-11,0.49,0.50,29.4
2018-01-12,2.10,3.00,28.2
2018-01-13,8.33,12.00,35.4
2018-01-14,0.00,0.00,37.4
2018-01-15,0.00,0.00,37.0
2018-01-16,15.05,22.50,37.8
2018-01-17,16.24,23.20,36.4
2018-01-18,17.57,27.30,37.7
2018-01-19,5.95,8.50,34.5
2018-01-20,7.42,10.60,34.6
2018-01-21,42.00,60.30,35.3
2018-01-22,7.63,11.10,32.6
2018-01-23,8.33,11.90,31.3
2018-01-24,11.69,16.70,33.4
2018-01-25,5.67,8.10,31.6
2018-01-26,6.72,9.60,28.7
2018-01-27,7.91,11.40,28.3
2018-01-28,18.69,26.70,31.2
2018-01-29,49.63,71.10,37.1
2018-01-30,7.56,10.80,33.3
2018-01-31,10.78,15.50,29.0
2018-02-01,8.19,11.80,31.6
2018-02-02,10.99,15.70,35.1
2018-02-03,2.73,6.10,40.6
2018-02-04,12.11,18.20,38.7
2018-02-05,2.52,5.10,38.6
2018-02-06,1.54,2.20,37.3
2018-02-07,5.88,8.40,37.4
2018-02-08,9.31,19.80,41.2
2018-02-09,0.77,1.10,33.5
2018-02-10,0.00,0.00,24.4
2018-02-11,0.00,0.00,23.5
2018-02-12,0.00,0.00,20.3
2018-02-13,0.07,0.10,26.5
2018-02-14,7.56,10.80,27.6
2018-02-15,0.00,0.00,23.6
2018-02-16,4.90,7.00,29.1
2018-02-17,15.12,21.60,30.1
2018-02-18,1.54,2.20,20.3
2018-02-19,0.00,0.00,11.5
2018-02-20,0.00,0.00,10.6
2018-02-21,0.56,0.80,10.1
2018-02-22,0.00,0.00,12.8
2018-02-23,2.87,4.00,15.9
2018-02-24,2.73,3.90,21.0
2018-02-25,10.71,15.30,27.2
2018-02-26,0.00,0.00,20.7
2018-02-27,5.46,7.90,28.8
2018-02-28,3.36,4.80,29.2
2018-03-01,16.45,23.60,31.8
2018-03-02,0.35,0.50,29.1
2018-03-03,0.42,0.50,30.1
2018-03-04,0.91,1.30,27.6
2018-03-05,0.70,1.00,28.0
2018-03-06,1.33,1.90,30.6
2018-03-07,0.00,0.00,28.1
2018-03-08,3.71,5.30,34.0
2018-03-09,8.33,11.90,33.3
2018-03-10,0.00,0.00,29.7
2018-03-11,0.00,0.00,34.4
2018-03-12,0.00,0.00,38.4
2018-03-13,0.00,0.10,41.0
2018-03-14,6.51,11.00,39.4
2018-03-15,0.07,0.10,36.5
2018-03-16,0.07,0.10,36.9
2018-03-17,0.21,0.40,36.9
2018-03-18,0.56,1.00,35.3
2018-03-19,0.00,0.00,36.6
2018-03-20,0.98,1.40,36.5
2018-03-21,0.70,1.00,37.3
2018-03-22,15.68,22.40,38.6
2018-03-23,5.95,8.50,32.0
2018-03-24,0.84,1.20,30.7
2018-03-25,0.63,0.90,29.6
2018-03-26,9.59,13.80,33.1
2018-03-27,14.42,20.70,38.7
2018-03-28,0.00,0.00,38.5
2018-03-29,0.98,1.40,37.1
2018-03-30,4.34,6.60,40.4
2018-03-31,0.00,0.00,37.1
2018-04-01,7.56,10.80,36.4
2018-04-02,0.28,0.40,29.7
2018-04-03,4.34,6.10,32.0
2018-04-04,1.33,1.90,34.2
2018-04-05,9.87,15.20,37.5
2018-04-06,1.12,4.50,41.0
2018-04-07,8.33,18.70,41.5
2018-04-08,2.17,5.00,41.7
2018-04-09,0.70,2.30,41.7
2018-04-10,3.99,12.10,41.4
2018-04-11,4.48,6.50,38.6
2018-04-12,10.71,15.50,37.8
2018-04-13,9.80,14.00,36.5
2018-04-14,12.88,18.50,37.3
2018-04-15,2.31,3.40,38.5
2018-04-16,6.58,9.40,40.3
2018-04-17,1.96,2.80,37.9
2018-04-18,0.28,0.40,38.0
2018-04-19,0.00,0.00,39.1
2018-04-20,0.28,1.20,40.8
2018-04-21,10.50,15.10,39.2
2018-04-22,0.00,0.00,37.6
2018-04-23,0.00,0.00,42.6
2018-04-24,0.00,0.00,48.2
2018-04-25,0.00,0.00,48.9
2018-04-26,0.00,0.00,53.0
2018-04-27,0.00,0.00,55.4
2018-04-28,0.00,2.70,45.3
2018-04-29,4.55,11.40,41.2
2018-04-30,0.00,0.00,43.4
2018-05-01,0.00,0.00,45.1
2018-05-02,0.00,0.00,47.1
2018-05-03,0.00,0.20,48.3
2018-05-04,0.00,1.50,47.7
2018-05-05,0.00,0.40,47.1
2018-05-06,0.00,0.00,52.1
2018-05-07,0.00,0.00,51.0
2018-05-08,0.00,0.00,50.4
2018-05-09,0.00,11.30,50.6
2018-05-10,0.00,0.30,43.2
2018-05-11,0.00,0.00,46.9
2018-05-12,0.00,0.00,50.8
2018-05-13,0.00,0.00,58.7
2018-05-14,0.00,0.00,61.1
2018-05-15,0.00,0.00,62.0
2018-05-16,0.00,0.00,59.8
2018-05-17,0.00,1.30,57.7
2018-05-18,0.00,0.10,57.5
2018-05-19,0.00,15.80,55.8
2018-05-20,0.00,8.10,52.5
2018-05-21,0.00,0.00,54.1
2018-05-22,0.00,0.00,59.7
2018-05-23,0.00,0.00,63.6
2018-05-24,0.00,0.00,61.7
2018-05-25,0.00,0.00,56.3
2018-05-26,0.00,0.00,51.6
2018-05-27,0.00,0.00,53.1
2018-05-28,0.00,0.00,53.5
2018-05-29,0.00,1.40,50.2
2018-05-30,0.07,0.70,46.7
2018-05-31,0.00,0.20,48.9
2018-06-01,0.00,0.60,47.3
2018-06-02,0.00,3.50,48.6
2018-06-03,0.00,6.20,51.3
2018-06-04,0.84,7.50,46.2
2018-06-05,0.00,2.00,44.4
2018-06-06,0.00,2.60,50.5
2018-06-07,0.00,0.50,52.9
2018-06-08,0.00,19.30,49.8
2018-06-09,0.35,15.80,45.5
2018-06-10,1.12,3.90,45.7
2018-06-11,0.14,0.90,45.4
2018-06-12,0.00,1.20,47.7
2018-06-13,0.00,10.60,46.0
2018-06-14,0.00,2.90,49.5
2018-06-15,0.00,0.90,52.4
2018-06-16,0.00,2.30,55.4
2018-06-17,0.00,0.00,64.0
2018-06-18,0.00,0.00,68.6
2018-06-19,0.00,0.60,70.8
2018-06-20,0.00,0.20,69.1
2018-06-21,0.00,1.80,66.3
2018-06-22,0.00,2.40,60.4
2018-06-23,0.00,1.00,58.1
2018-06-24,0.00,3.20,58.8
2018-06-25,0.21,24.40,52.9
2018-06-26,0.00,0.90,51.4
2018-06-27,0.00,0.00,53.3
2018-06-28,0.00,0.60,54.1
2018-06-29,0.00,4.00,52.4
2018-06-30,0.00,7.30,53.6
2018-07-01,0.00,4.50,55.1
2018-07-02,0.00,2.10,52.7
2018-07-03,0.00,0.30,55.4
2018-07-04,0.00,0.80,60.5
2018-07-05,0.00,2.80,65.1
2018-07-06,0.00,8.20,62.7
2018-07-07,0.00,4.00,55.5
2018-07-08,0.00,0.00,57.8
2018-07-09,0.00,0.10,60.8
2018-07-10,0.00,3.90,58.5
2018-07-11,0.00,0.00,61.0
2018-07-12,0.00,0.00,66.1
2018-07-13,0.00,0.00,67.1
2018-07-14,0.00,0.00,65.2
2018-07-15,0.00,0.00,67.6
2018-07-16,0.00,0.00,70.8
2018-07-17,0.00,0.00,71.7
2018-07-18,0.00,0.10,68.0
2018-07-19,0.00,1.90,61.8
2018-07-20,0.00,1.50,56.1
2018-07-21,0.00,0.20,55.6
2018-07-22,0.00,0.00,63.7
2018-07-23,0.00,0.00,67.1
2018-07-24,0.00,0.00,68.1
2018-07-25,0.00,0.00,70.2
2018-07-26,0.00,0.00,71.0
2018-07-27,0.00,0.00,72.4
2018-07-28,0.00,0.00,73.1
2018-07-29,0.00,0.00,74.7
2018-07-30,0.00,0.00,75.7
2018-07-31,0.00,0.00,75.5
2018-08-01,0.00,0.00,69.9
2018-08-02,0.00,0.70,63.5
2018-08-03,0.00,1.60,59.3
2018-08-04,0.00,0.10,61.5
2018-08-05,0.00,0.40,65.3
2018-08-06,0.00,0.00,69.3
2018-08-07,0.00,0.00,70.0
2018-08-08,0.00,0.00,73.5
2018-08-09,0.00,0.00,75.0
2018-08-10,0.00,0.00,74.4
2018-08-11,0.00,2.20,66.7
2018-08-12,0.00,6.00,59.4
2018-08-13,0.00,0.00,64.1
2018-08-14,0.00,0.00,69.2
2018-08-15,0.00,0.00,71.8
2018-08-16,0.00,0.00,69.7
2018-08-17,0.00,0.00,66.4
2018-08-18,0.00,0.00,67.3
2018-08-19,0.00,0.00,70.2
2018-08-20,0.00,0.00,69.0
2018-08-21,0.00,0.00,69.4
2018-08-22,0.00,0.00,70.4
2018-08-23,0.00,0.50,64.2
2018-08-24,0.00,0.10,57.4
2018-08-25,0.00,3.80,54.7
2018-08-26,0.00,2.50,54.2
2018-08-27,0.00,1.40,55.2
2018-08-28,0.00,0.00,62.3
2018-08-29,0.00,19.00,59.9
2018-08-30,0.00,5.90,55.9
2018-08-31,0.00,0.00,55.4
2018-09-01,0.00,0.40,55.9
2018-09-02,0.00,0.00,55.2
2018-09-03,0.00,1.20,57.0
2018-09-04,0.00,0.00,55.5
2018-09-05,0.00,0.00,58.7
2018-09-06,0.00,0.00,62.7
2018-09-07,0.00,5.00,59.9
2018-09-08,0.00,12.20,52.9
2018-09-09,0.00,14.60,51.8
2018-09-10,0.00,7.80,50.2
2018-09-11,0.00,1.80,49.8
2018-09-12,0.00,0.00,49.6
2018-09-13,0.00,5.40,49.2
2018-09-14,0.00,8.20,48.3
2018-09-15,0.00,12.60,46.8
2018-09-16,0.14,18.90,46.5
2018-09-17,0.00,1.80,47.9
2018-09-18,0.00,0.00,48.0
2018-09-19,0.00,0.00,49.4
2018-09-20,0.00,2.80,48.7
2018-09-21,2.45,28.50,45.9
2018-09-22,0.00,16.90,50.3
2018-09-23,0.00,2.00,49.7
2018-09-24,0.00,0.10,49.3
2018-09-25,0.00,0.00,51.1
2018-09-26,0.00,0.00,54.2
2018-09-27,0.00,0.00,58.5
2018-09-28,0.00,0.00,58.0
2018-09-29,0.00,0.00,51.8
2018-09-30,0.00,16.50,48.8
2018-10-01,0.00,35.80,46.9
2018-10-02,7.28,17.70,44.3
2018-10-03,0.00,0.00,35.2
2018-10-04,0.00,0.00,39.8
2018-10-05,0.77,1.30,40.0
2018-10-06,0.00,0.00,41.6
2018-10-07,1.96,6.40,41.4
2018-10-08,0.00,7.20,44.3
2018-10-09,0.00,3.50,45.5
2018-10-10,0.00,0.00,43.9
2018-10-11,0.00,0.00,42.6
2018-10-12,0.00,0.00,47.6
2018-10-13,0.00,0.00,43.3
2018-10-14,0.00,0.00,43.5
2018-10-15,0.00,0.00,47.3
2018-10-16,0.00,0.00,50.6
2018-10-17,0.00,0.00,51.3
2018-10-18,0.00,0.00,53.8
2018-10-19,0.00,0.00,50.6
2018-10-20,0.00,0.00,50.1
2018-10-21,0.00,0.00,49.4
2018-10-22,0.00,0.00,48.9
2018-10-23,0.00,0.00,49.1
2018-10-24,0.00,1.30,47.2
2018-10-25,0.63,14.50,45.4
2018-10-26,1.68,24.80,45.6
2018-10-27,0.00,0.10,41.3
2018-10-28,10.15,23.20,40.9
2018-10-29,2.03,4.50,39.4
2018-10-30,0.07,0.50,40.9
2018-10-31,7.84,13.30,41.7
2018-11-01,0.00,13.90,46.0
2018-11-02,0.00,35.00,47.7
2018-11-03,1.05,11.80,43.8
2018-11-04,22.75,43.60,40.7
2018-11-05,0.98,2.50,38.9
2018-11-06,1.89,3.80,39.0
2018-11-07,0.70,1.00,31.6
2018-11-08,0.00,0.00,33.6
2018-11-09,2.73,4.00,37.5
2018-11-10,0.00,0.00,36.3
2018-11-11,0.00,0.00,35.0
2018-11-12,0.00,0.00,38.3
2018-11-13,0.56,0.80,40.3
2018-11-14,27.09,39.30,39.0
2018-11-15,6.02,9.40,38.1
2018-11-16,0.28,2.20,39.1
2018-11-17,0.00,0.00,33.9
2018-11-18,0.00,0.00,37.7
2018-11-19,0.00,0.00,39.1
2018-11-20,0.00,0.00,39.1
2018-11-21,9.87,14.10,37.4
2018-11-22,9.10,13.10,38.3
2018-11-23,14.00,20.40,36.4
2018-11-24,0.63,0.90,33.0
2018-11-25,3.36,4.80,36.1
2018-11-26,37.59,66.40,38.4
2018-11-27,24.71,54.50,39.9
2018-11-28,4.34,6.80,38.2
2018-11-29,0.07,0.10,36.4
2018-11-30,0.77,1.10,30.0
2018-12-01,0.70,1.00,29.3
2018-12-02,0.00,0.00,21.3
2018-12-03,0.00,0.00,25.2
2018-12-04,0.00,0.00,27.2
2018-12-05,0.00,0.00,28.8
2018-12-06,0.00,0.00,27.6
2018-12-07,0.00,0.00,27.8
2018-12-08,0.56,0.80,31.2
2018-12-09,16.03,22.90,34.5
2018-12-10,13.16,18.80,35.8
2018-12-11,26.88,38.40,34.5
2018-12-12,3.22,4.60,31.0
2018-12-13,43.05,61.50,36.0
2018-12-14,28.63,40.90,37.9
2018-12-15,12.39,17.70,33.4
2018-12-16,27.86,39.80,33.3
2018-12-17,19.95,28.70,37.2
2018-12-18,31.15,44.50,37.1
2018-12-19,11.83,16.90,36.6
2018-12-20,25.06,38.00,36.3
2018-12-21,8.19,11.70,29.8
2018-12-22,5.74,8.20,26.7
2018-12-23,19.18,27.40,31.6
2018-12-24,0.56,0.80,32.1
2018-12-25,0.00,0.00,24.4
2018-12-26,3.85,5.50,24.3
2018-12-27,0.21,0.30,24.3
2018-12-28,4.27,6.10,25.2
2018-12-29,28.91,41.50,35.0
2018-12-30,0.28,0.50,31.0
2018-12-31,0.00,0.00,24.2
2019-01-01,0.49,0.70,28.4
2019-01-02,8.26,11.80,29.6
2019-01-03,59.92,85.70,33.5
2019-01-04,36.47,52.10,36.6
2019-01-05,3.71,5.30,36.8
2019-01-06,12.25,17.50,35.0
2019-01-07,5.04,7.20,28.2
2019-01-08,1.26,1.80,21.6
2019-01-09,20.30,29.10,30.9
2019-01-10,20.44,29.60,36.5
2019-01-11,3.01,6.00,38.8
2019-01-12,0.00,0.00,36.5
2019-01-13,0.00,0.00,37.0
2019-01-14,0.00,0.00,34.4
2019-01-15,0.00,0.00,32.0
2019-01-16,0.00,0.00,26.5
2019-01-17,1.61,2.30,29.4
2019-01-18,12.60,18.00,34.8
2019-01-19,16.87,24.10,35.2
2019-01-20,1.54,2.20,30.4
2019-01-21,0.00,0.00,23.3
2019-01-22,7.00,10.00,27.4
2019-01-23,12.11,17.20,31.6
2019-01-24,0.00,0.00,27.0
2019-01-25,0.00,0.00,28.5
2019-01-26,0.00,0.00,32.2
2019-01-27,0.00,0.00,35.0
2019-01-28,0.00,0.00,28.8
2019-01-29,0.00,0.00,30.1
2019-01-30,0.00,0.00,32.4
2019-01-31,0.91,1.40,37.6
2019-02-01,23.52,33.70,35.3
2019-02-02,6.16,8.80,34.8
2019-02-03,1.89,2.70,19.7
2019-02-04,0.91,1.30,3.2
2019-02-05,0.00,0.00,8.4
2019-02-06,0.00,0.00,9.5
2019-02-07,0.00,0.00,14.8
2019-02-08,0.21,0.30,15.7
2019-02-09,0.35,0.50,9.0
2019-02-10,0.07,0.10,8.6
2019-02-11,0.35,0.50,6.9
2019-02-12,2.45,3.60,13.0
2019-02-13,1.47,2.10,16.8
2019-02-14,0.21,0.30,17.3
2019-02-15,2.80,4.00,25.0
2019-02-16,0.42,0.60,29.1
2019-02-17,0.00,0.00,25.7
2019-02-18,0.00,0.00,21.1
2019-02-19,0.91,1.30,22.8
2019-02-20,0.35,0.50,23.9
2019-02-21,0.00,0.00,22.6
2019-02-22,6.16,8.80,24.8
2019-02-23,1.05,1.50,24.4
2019-02-24,0.21,0.30,23.4
2019-02-25,0.00,0.00,16.9
2019-02-26,0.00,0.00,13.5
2019-02-27,0.00,0.00,17.4
2019-02-28,2.66,3.80,24.4
2019-03-01,0.14,0.20,22.9
2019-03-02,0.00,0.00,22.1
2019-03-03,0.00,0.00,15.5
2019-03-04,0.00,0.00,14.3
2019-03-05,0.28,0.40,16.5
2019-03-06,0.35,0.50,19.9
2019-03-07,4.90,7.00,26.4
2019-03-08,0.00,0.00,22.5
2019-03-09,0.00,0.00,22.4
2019-03-10,0.00,0.00,24.4
2019-03-11,7.70,11.00,29.7
2019-03-12,7.07,10.20,30.2
2019-03-13,0.00,0.00,28.8
2019-03-14,1.89,2.80,32.4
2019-03-15,1.61,2.30,36.5
2019-03-16,0.00,0.00,37.8
2019-03-17,0.00,0.00,41.2
2019-03-18,0.00,0.00,44.5
2019-03-19,0.00,0.00,46.9
2019-03-20,0.00,0.00,47.4
2019-03-21,0.00,0.00,46.8
2019-03-22,0.00,0.00,44.9
2019-03-23,1.05,3.80,41.9
2019-03-24,0.07,0.10,39.7
2019-03-25,0.00,0.10,42.2
2019-03-26,5.46,8.50,40.1
2019-03-27,0.00,0.00,38.3
2019-03-28,0.00,0.30,40.5
2019-03-29,0.00,0.00,41.2
2019-03-30,0.00,0.00,42.4
2019-03-31,0.00,0.00,42.7
2019-04-01,0.00,0.00,42.5
2019-04-02,0.00,0.00,43.3
2019-04-03,6.72,10.90,42.7
2019-04-04,2.10,5.70,41.7
2019-04-05,4.20,8.70,42.1
2019-04-06,12.04,18.30,38.0
2019-04-07,8.75,12.50,37.6
2019-04-08,1.33,2.00,37.6
2019-04-09,0.07,0.10,40.3
2019-04-10,4.69,6.70,39.0
2019-04-11,3.01,4.30,36.5
2019-04-12,2.38,3.40,40.0
2019-04-13,7.63,10.80,38.9
2019-04-14,7.21,10.30,35.9
2019-04-15,0.91,1.50,35.9
2019-04-16,0.98,1.40,36.6
2019-04-17,4.62,7.00,40.0
2019-04-18,11.62,23.30,40.6
2019-04-19,0.14,20.50,43.3
2019-04-20,0.00,0.30,41.6
2019-04-21,0.00,0.00,43.8
2019-04-22,6.23,10.90,41.4
2019-04-23,0.00,4.50,42.3
2019-04-24,0.00,0.00,41.1
2019-04-25,0.00,0.00,41.0
2019-04-26,0.00,0.00,43.2
2019-04-27,3.78,5.50,38.2
2019-04-28,0.00,0.00,36.0
2019-04-29,0.00,0.00,38.7
2019-04-30,0.00,0.00,40.1
2019-05-01,0.00,0.00,43.2
2019-05-02,0.00,0.00,40.9
2019-05-03,0.00,0.00,43.5
2019-05-04,0.00,0.00,45.8
2019-05-05,0.00,0.00,46.5
2019-05-06,0.00,0.00,48.3
2019-05-07,0.00,0.00,51.3
2019-05-08,0.00,0.00,55.3
2019-05-09,0.00,0.00,56.2
2019-05-10,0.00,0.00,60.0
2019-05-11,0.00,0.00,61.6
2019-05-12,0.00,0.00,57.9
2019-05-13,0.00,0.10,52.7
2019-05-14,0.00,9.20,47.2
2019-05-15,0.00,4.20,49.1
2019-05-16,0.00,1.70,54.5
2019-05-17,0.00,12.70,51.2
2019-05-18,0.00,0.00,49.0
2019-05-19,0.00,1.00,54.2
2019-05-20,0.00,6.60,51.7
2019-05-21,0.00,2.60,51.3
2019-05-22,0.00,0.10,56.1
2019-05-23,0.00,0.20,58.8
2019-05-24,0.00,5.20,55.4
2019-05-25,0.00,3.60,52.6
2019-05-26,0.00,0.00,58.0
2019-05-27,0.00,0.10,62.2
2019-05-28,0.00,0.00,63.1
2019-05-29,0.00,1.40,61.9
2019-05-30,0.00,0.00,63.7
2019-05-31,0.00,0.00,65.2
2019-06-01,0.00,0.00,64.3
2019-06-02,0.00,0.00,61.3
2019-06-03,0.00,0.00,57.7
2019-06-04,0.00,0.00,52.5
2019-06-05,0.00,1.50,51.9
2019-06-06,0.42,3.50,45.5
2019-06-07,0.00,0.70,45.2
2019-06-08,0.00,0.70,48.4
2019-06-09,0.00,0.20,51.7
2019-06-10,0.00,0.50,54.8
2019-06-11,0.00,0.00,63.3
2019-06-12,0.00,0.00,69.5
2019-06-13,0.00,0.10,68.4
2019-06-14,0.00,0.00,60.7
2019-06-15,0.00,0.00,61.3
2019-06-16,0.00,0.00,64.7
2019-06-17,0.00,0.00,63.6
2019-06-18,0.00,1.40,61.8
2019-06-19,0.00,0.50,54.3
2019-06-20,0.21,0.90,51.0
2019-06-21,0.00,0.00,59.3
2019-06-22,0.00,0.50,57.9
2019-06-23,0.00,2.40,54.9
2019-06-24,0.00,1.60,53.1
2019-06-25,0.00,1.70,54.3
2019-06-26,0.00,3.50,56.2
2019-06-27,0.00,7.70,53.7
2019-06-28,0.00,1.10,52.6
2019-06-29,0.00,4.50,51.5
